latitud,longitud,farm_id,objeto,calle,altura,direc_norm,direc_arcg,telefono,obs_telefono,barrio,comuna
-583.692.413.998.273,-346.190.783.259.412,483,FARMACIA,AV COLON,979,PASEO COLON AV. 979,979 PASEO COLON AV.,,,SAN TELMO,1
-583.710.570.721.443,-346.243.981.976.399,646,FARMACIA,AV J. DE GARAY,400,"GARAY, JUAN DE AV. 400","400 GARAY, JUAN DE AV.",4361-7262,,SAN TELMO,1
-583.730.509.462.943,-346.197.361.224.305,655,FARMACIA,BOLIVAR,1001,BOLIVAR 1001,1001 BOLIVAR,44362-9978,,SAN TELMO,1
-583.758.670.074.601,-346.163.132.463.727,698,FARMACIA,CHILE,700,CHILE 700,700 CHILE,4362-4445,,SAN TELMO,1
-583.674.721.669.186,-346.218.274.174.176,742,FARMACIA,AV SAN JUAN,172,SAN JUAN AV. 172,172 SAN JUAN AV.,,,SAN TELMO,1
-583.729.016.443.336,-346.162.094.478.685,821,FARMACIA,BOLIVAR,716,BOLIVAR 716,716 BOLIVAR,4300-2556,,SAN TELMO,1
-583.756.076.009.979,-34.618.989.258.439,850,FARMACIA,CHACABUCO,940,CHACABUCO 940,940 CHACABUCO,4362-6127,,SAN TELMO,1
-583.711.896.797.056,-346.216.728.462.512,1007,FARMACIA,DEFENSA,1200,DEFENSA 1200,1200 DEFENSA,,,SAN TELMO,1
-583.719.796.369.521,-346.208.661.251.309,1141,FARMACIA,HUMBERTO PRIMO,434,HUMBERTO 1Â° 434,434 HUMBERTO 1Â°,4361-8894,,SAN TELMO,1
-583.770.618.625.933,-346.198.859.423.425,1310,FARMACIA,PIEDRAS,1012,PIEDRAS 1012,1012 PIEDRAS,4300-4519,,SAN TELMO,1
-58.373.744.558.647,-346.258.373.493.407,1448,FARMACIA,PERU,1520,PERU 1520,1520 PERU,,,SAN TELMO,1
-583.713.575.928.849,-346.240.562.277.755,1452,FARMACIA,AV J. DE GARAY,401,"GARAY, JUAN DE AV. 401","401 GARAY, JUAN DE AV.",4300-6634,,SAN TELMO,1
-583.728.480.324.801,-346.175.538.847.065,1486,FARMACIA,BOLIVAR,830,BOLIVAR 830,830 BOLIVAR,4362-1703,,SAN TELMO,1
-583.760.422.903.464,-346.263.189.149.314,725,FARMACIA,BRASIL,800,BRASIL 800,800 BRASIL,4300-5498,,SAN TELMO,1
-584.750.574.911.666,-345.526.252.006.328,106,FARMACIA,AV CRISOLOGO LARRALDE,3197,"LARRALDE, CRISOLOGO AV. 3197","3197 LARRALDE, CRISOLOGO AV.",4542-9477,,SAAVEDRA,12
-584.889.392.397.307,-345.551.595.276.257,260,FARMACIA,AV DR. RICARDO BALBIN,4114,"BALBIN, RICARDO, DR. AV. 4114","4114 BALBIN, RICARDO, DR. AV.",4543-0140,,SAAVEDRA,12
-584.879.533.157.862,-345.517.648.356.665,303,FARMACIA,RUIZ HUIDOBRO,4062,RUIZ HUIDOBRO AV. 4062,4062 RUIZ HUIDOBRO AV.,4545-4818,,SAAVEDRA,12
-584.870.265.925.551,-34.555.089.421.316,314,FARMACIA,AV DR. RICARDO BALBIN,4026,"BALBIN, RICARDO, DR. AV. 4026","4026 BALBIN, RICARDO, DR. AV.",4546-2315,,SAAVEDRA,12
-584.768.319.945.333,-345.502.825.790.173,349,FARMACIA,PINTO,3899,PINTO 3899,3899 PINTO,4542-7547,,SAAVEDRA,12
-584.870.231.477.652,-345.520.957.791.662,455,FARMACIA,BESARES,4099,BESARES 4099,4099 BESARES,4541-9585,,SAAVEDRA,12
-584.880.621.685.083,-345.593.205.451.599,484,FARMACIA,AV CRISOLOGO LARRALDE,4597,"LARRALDE, CRISOLOGO AV. 4597","4597 LARRALDE, CRISOLOGO AV.",4546-3238,,SAAVEDRA,12
-584.947.647.087.154,-345.497.079.177.175,512,FARMACIA,MARIANO ACHA,4801,"ACHA, MARIANO, GRAL. 4801","4801 ACHA, MARIANO, GRAL.",,,SAAVEDRA,12
-584.883.497.313.288,-345.456.175.849.052,900,FARMACIA,VEDIA,3626,VEDIA 3626,3626 VEDIA,5197-6426,/6028/6079,SAAVEDRA,12
-584.799.048.869.876,-345.552.990.891.922,1406,FARMACIA,AV CRISOLOGO LARRALDE,3711,"LARRALDE, CRISOLOGO AV. 3711","3711 LARRALDE, CRISOLOGO AV.",4543-8881,,SAAVEDRA,12
-584.767.676.019.258,-345.444.906.046.904,587,FARMACIA,RAMALLO,2802,RAMALLO 2802,2802 RAMALLO,4702-9687,4793-1917,SAAVEDRA,12
-584.947.725.897.269,-345.574.523.684.966,615,FARMACIA,GALVAN,4102,GALVAN 4102,4102 GALVAN,5299-0500,,SAAVEDRA,12
-58.474.786.052.857,-345.438.832.856.178,674,FARMACIA,RAMALLO,2568,RAMALLO 2568,2568 RAMALLO,4704-4700,,SAAVEDRA,12
-584.854.257.886.685,-345.550.575.552.323,701,FARMACIA,AV BALBIN,3936,"BALBIN, RICARDO, DR. AV. 3936","3936 BALBIN, RICARDO, DR. AV.",4545-4578,4541-8135,SAAVEDRA,12
-584.743.452.968.246,-345.411.616.642.485,1211,FARMACIA,AV CABILDO,4750,CABILDO AV. 4750,4750 CABILDO AV.,4702-9254,,SAAVEDRA,12
-58.469.217.823.022,-345.479.770.780.184,1274,FARMACIA,AV CABILDO,3834,CABILDO AV. 3834,3834 CABILDO AV.,4702-2407,4702-8148,SAAVEDRA,12
-584.987.596.096.094,-345.514.976.099.476,1323,FARMACIA,AV RICARDO BALBIN,4955,"BALBIN, RICARDO, DR. AV. 4955","4955 BALBIN, RICARDO, DR. AV.",4542-6681,,SAAVEDRA,12
-584.853.152.297.045,-345.544.273.560.606,1393,FARMACIA,GARCIA DEL RIO,4097,GARCIA DEL RIO 4097,4097 GARCIA DEL RIO,4542-1781,,SAAVEDRA,12
-584.675.385.899.902,-345.627.513.005.287,9,FARMACIA,AV MONROE,3195,MONROE AV. 3195,3195 MONROE AV.,,,COGHLAN,12
-584.793.748.105.058,-345.569.571.537.132,27,FARMACIA,AV DR. RICARDO BALBIN,3496,"BALBIN, RICARDO, DR. AV. 3496","3496 BALBIN, RICARDO, DR. AV.",4541-2017,,COGHLAN,12
-584.731.460.148.112,-345.584.193.616.247,59,FARMACIA,IBERA,3300,IBERA 3300,3300 IBERA,,,COGHLAN,12
-584.694.361.152.668,-345.588.811.357.878,287,FARMACIA,AV CONGRESO,3101,CONGRESO AV. 3101,3101 CONGRESO AV.,,,COGHLAN,12
-584.884.150.156.899,-345.777.881.496.034,26,FARMACIA,AV OLAZABAL,5297,OLAZABAL AV. 5297,5297 OLAZABAL AV.,4521-6539,4523-1604,VILLA URQUIZA,12
-584.940.759.903.973,-34.567.279.162.447,53,FARMACIA,AV TRIUNVIRATO,5602,TRIUNVIRATO AV. 5602,5602 TRIUNVIRATO AV.,4541-1258,,VILLA URQUIZA,12
-584.808.200.603.911,-345.678.580.281.905,55,FARMACIA,MARIANO ACHA,2719,"ACHA, MARIANO, GRAL. 2719","2719 ACHA, MARIANO, GRAL.",4546-1050,,VILLA URQUIZA,12
-58.494.933.733.973,-345.736.611.554.451,63,FARMACIA,BURELA,2897,BURELA 2897,2897 BURELA,4521-2540,,VILLA URQUIZA,12
-584.807.954.956.856,-34.577.113.479.173,93,FARMACIA,JURAMENTO,4948,JURAMENTO 4948,4948 JURAMENTO,,,VILLA URQUIZA,12
-584.968.128.874.372,-345.764.959.829.143,118,FARMACIA,PEDRO I. RIVERA,5801,"RIVERA, PEDRO I., DR. 5801","5801 RIVERA, PEDRO I., DR.",4572-0873,,VILLA URQUIZA,12
-584.854.559.861.215,-345.764.643.753.964,150,FARMACIA,AV OLAZABAL,5068,OLAZABAL AV. 5068,5068 OLAZABAL AV.,4522-5235,,VILLA URQUIZA,12
-584.833.416.747.863,-345.606.940.076.791,173,FARMACIA,MANUELA PEDRAZA,4299,"PEDRAZA, MANUELA 4299","4299 PEDRAZA, MANUELA",4541-4758,,VILLA URQUIZA,12
-584.856.184.129.425,-345.823.108.860.429,266,FARMACIA,BARZANA,1852,BARZANA 1852,1852 BARZANA,4523-1048,,VILLA URQUIZA,12
-584.804.234.665.376,-345.731.362.175.894,296,FARMACIA,AV OLAZABAL,4577,OLAZABAL AV. 4577,4577 OLAZABAL AV.,4521-3105,,VILLA URQUIZA,12
-584.747.683.181.999,-34.570.238.028.393,373,FARMACIA,AV OLAZABAL,4012,OLAZABAL AV. 4012,4012 OLAZABAL AV.,4543-3286,,VILLA URQUIZA,12
-584.905.203.956.972,-345.697.613.583.089,410,FARMACIA,AV CONGRESO,5101,CONGRESO AV. 5101,5101 CONGRESO AV.,4541-8379,4547-3966,VILLA URQUIZA,12
-584.991.912.845.342,-34.571.707.177.519,411,FARMACIA,IBERA,5850,IBERA 5850,5850 IBERA,4572-8894,,VILLA URQUIZA,12
-584.890.007.806.434,-345.736.846.129.504,449,FARMACIA,BAUNESS,2600,BAUNESS 2600,2600 BAUNESS,4521-0264,FAX 4524-2880,VILLA URQUIZA,12
-584.857.031.304.038,-345.749.758.676.851,637,FARMACIA,AV TRIUNVIRATO,4602,TRIUNVIRATO AV. 4602,4602 TRIUNVIRATO AV.,4523-7577,452-10037 o 4522-4228,VILLA URQUIZA,12
-585.071.862.021.704,-345.708.831.955.276,663,FARMACIA,AV DE LOS CONSTITUYENTES,6163,DE LOS CONSTITUYENTES AV. 6163,6163 DE LOS CONSTITUYENTES AV.,4572-9090,,VILLA URQUIZA,12
-584.712.018.938.692,-345.695.394.601.015,671,FARMACIA,ROMULO NAON,2186,"NAON, ROMULO 2186","2186 NAON, ROMULO",4542-8254,,VILLA URQUIZA,12
-584.858.727.869.853,-345.742.646.427.913,675,FARMACIA,MONROE,5080,MONROE 5080,5080 MONROE,4521-6635,,VILLA URQUIZA,12
-584.789.742.935.031,-345.789.488.061.163,723,FARMACIA,AV TRIUNVIRATO,4101,TRIUNVIRATO AV. 4101,4101 TRIUNVIRATO AV.,4521-1638,,VILLA URQUIZA,12
-584.774.469.900.596,-345.760.774.735.596,868,FARMACIA,AV ALVAREZ THOMAS,2600,ALVAREZ THOMAS AV. 2600,2600 ALVAREZ THOMAS AV.,4521-3788,,VILLA URQUIZA,12
-584.823.586.497.502,-345.766.456.120.934,869,FARMACIA,AV TRIUNVIRATO,4381,TRIUNVIRATO AV. 4381,4381 TRIUNVIRATO AV.,4521-0657,,VILLA URQUIZA,12
-584.881.015.695.852,-345.732.194.133.908,918,FARMACIA,AV TRIUNVIRATO,4900,TRIUNVIRATO AV. 4900,4900 TRIUNVIRATO AV.,4521-0036,,VILLA URQUIZA,12
-584.860.392.380.271,-345.747.828.618.343,989,FARMACIA,AV TRIUNVIRATO,4636,TRIUNVIRATO AV. 4636,4636 TRIUNVIRATO AV.,,,VILLA URQUIZA,12
-584.833.317.028.491,-345.759.969.112.223,1054,FARMACIA,AV TRIUNVIRATO,4451,TRIUNVIRATO AV. 4451,4451 TRIUNVIRATO AV.,,,VILLA URQUIZA,12
-584.887.453.109.116,-345.783.576.169.024,1145,FARMACIA,AV OLAZABAL,5362,OLAZABAL AV. 5362,5362 OLAZABAL AV.,4524-1300,,VILLA URQUIZA,12
-584.695.745.305.294,-345.735.412.580.977,1153,FARMACIA,LA PAMPA,3915,LA PAMPA 3915,3915 LA PAMPA,4555-7454,,VILLA URQUIZA,12
-585.088.900.463.131,-345.699.458.435.785,1170,FARMACIA,AV GRAL PAZ,4998,"PAZ, GRAL. AV. 4998","4998 PAZ, GRAL. AV.",4573-4919,,VILLA URQUIZA,12
-584.850.921.188.247,-345.738.379.678.475,1210,FARMACIA,MONROE,4990,MONROE 4990,4990 MONROE,4522-0082,,VILLA URQUIZA,12
-584.940.883.569.061,-345.720.300.920.533,1252,FARMACIA,AV CONGRESO,5452,CONGRESO AV. 5452,5452 CONGRESO AV.,4521-3235,4522-0636,VILLA URQUIZA,12
-584.899.641.738.757,-345.738.742.570.955,1255,FARMACIA,CULLEN,5297,CULLEN 5297,5297 CULLEN,4522-6220,,VILLA URQUIZA,12
-584.863.023.700.347,-3.457.409.779.102,1293,FARMACIA,MONROE,5091,MONROE 5091,5091 MONROE,4521-2653,4521-4321,VILLA URQUIZA,12
-584.832.998.142.075,-345.663.559.453.819,1433,FARMACIA,AV CONGRESO,4484,CONGRESO AV. 4484,4484 CONGRESO AV.,4523-1192,,VILLA URQUIZA,12
-584.848.051.647.861,-345.736.901.053.389,1507,FARMACIA,MONROE,4968,MONROE 4968,4968 MONROE,4523-5148,,VILLA URQUIZA,12
-584.517.010.017.325,-34.577.015.777.024,56,FARMACIA,PALPA,3203,PALPA 3203,3203 PALPA,4555-0540,,COLEGIALES,13
-584.487.858.899.291,-345.744.590.527.005,75,FARMACIA,TEODORO GARCIA,2902,"GARCIA, TEODORO 2902","2902 GARCIA, TEODORO",4555-1476,,COLEGIALES,13
-584.459.084.173.517,-345.712.931.604.253,78,FARMACIA,AV FEDERICO LACROZE,2495,"LACROZE, FEDERICO AV. 2495","2495 LACROZE, FEDERICO AV.",4777-4939,,COLEGIALES,13
-584.499.522.219.815,-345.792.733.186.869,79,FARMACIA,AV FEDERICO LACROZE,3322,"LACROZE, FEDERICO AV. 3322","3322 LACROZE, FEDERICO AV.",4553-2540,,COLEGIALES,13
-584.495.552.813.063,-345.786.138.308.839,194,FARMACIA,AV FEDERICO LACROZE,3254,"LACROZE, FEDERICO AV. 3254","3254 LACROZE, FEDERICO AV.",4555-1763,,COLEGIALES,13
-58.460.119.594.781,-345.768.928.895.886,344,FARMACIA,AV ELCANO,3501,ELCANO AV. 3501,3501 ELCANO AV.,4551-0439,,COLEGIALES,13
-584.469.730.659.282,-345.738.295.992.685,350,FARMACIA,AV FEDERICO LACROZE,2810,"LACROZE, FEDERICO AV. 2810","2810 LACROZE, FEDERICO AV.",4555-7755,,COLEGIALES,13
-584.579.256.805.324,-345.782.312.351.196,820,FARMACIA,AV ALVAREZ THOMAS,1175,ALVAREZ THOMAS AV. 1175,1175 ALVAREZ THOMAS AV.,4554-7049,,COLEGIALES,13
-584.520.290.672.448,-345.665.080.184.887,966,FARMACIA,AV CABILDO,1566,CABILDO AV. 1566,1566 CABILDO AV.,4511-1245,,COLEGIALES,13
-584.455.401.481.424,-34.569.840.394.345,980,FARMACIA,AV CABILDO,868,CABILDO AV. 868,868 CABILDO AV.,,,COLEGIALES,13
-584.488.409.321.859,-345.681.948.154.938,1024,FARMACIA,AV CABILDO,1274,CABILDO AV. 1274,1274 CABILDO AV.,,,COLEGIALES,13
-584.500.978.519.723,-345.787.115.075.176,1027,FARMACIA,AV FEDERICO LACROZE,3289,"LACROZE, FEDERICO AV. 3289","3289 LACROZE, FEDERICO AV.",,,COLEGIALES,13
-584.553.935.457.995,-345.680.296.145.268,1036,FARMACIA,MOLDES,1599,MOLDES 1599,1599 MOLDES,,,COLEGIALES,13
-584.586.971.473.726,-34.572.266.401.011,1050,FARMACIA,AV ELCANO,3102,ELCANO AV. 3102,3102 ELCANO AV.,,,COLEGIALES,13
-584.601.586.967.241,-345.750.949.083.545,1089,FARMACIA,VIRREY AVILES,3371,"AVILES, VIRREY 3371","3371 AVILES, VIRREY",4551-1953,,COLEGIALES,13
-584.451.986.680.851,-345.700.140.511.822,1115,FARMACIA,AV CABILDO,810,CABILDO AV. 810,810 CABILDO AV.,4772-0323,4778-7475,COLEGIALES,13
-584.489.987.543.917,-345.776.563.237.949,1244,FARMACIA,AV FEDERICO LACROZE,3160,"LACROZE, FEDERICO AV. 3160","3160 LACROZE, FEDERICO AV.",,,COLEGIALES,13
-584.507.799.484.178,-345.771.864.100.753,1256,FARMACIA,CONDE,815,CONDE 815,815 CONDE,4554-8060,,COLEGIALES,13
-584.464.349.776.486,-34.572.240.409.318,1360,FARMACIA,AV FEDERICO LACROZE,2599,"LACROZE, FEDERICO AV. 2599","2599 LACROZE, FEDERICO AV.",4554-5535,,COLEGIALES,13
-584.596.368.617.312,-345.753.001.251.356,1460,FARMACIA,AV ELCANO,3364,ELCANO AV. 3364,3364 ELCANO AV.,2068-6422,,COLEGIALES,13
-584.503.025.060.022,-345.798.613.571.982,819,FARMACIA,DELGADO,599,DELGADO 599,599 DELGADO,4553-1118,,COLEGIALES,13
-583.988.675.193.096,-346.102.617.943.773,13,FARMACIA,PICHINCHA,52,PICHINCHA 52,52 PICHINCHA,4953-4678,,BALVANERA,3
-584.046.173.912.177,-346.019.997.227.836,42,FARMACIA,TUCUMAN,2686,TUCUMAN 2686,2686 TUCUMAN,4963-8998,,BALVANERA,3
-58.399.278.496.068,-346.044.469.739.505,109,FARMACIA,AV CORRIENTES,2289,CORRIENTES AV. 2289,2289 CORRIENTES AV.,4952-1392,,BALVANERA,3
-584.106.807.406.271,-346.004.442.930.209,141,FARMACIA,TUCUMAN,3199,TUCUMAN 3199,3199 TUCUMAN,4961-0644,,BALVANERA,3
-583.967.398.041.872,-34.606.110.412.899,160,FARMACIA,SARMIENTO,2102,SARMIENTO 2102,2102 SARMIENTO,4953-7837,,BALVANERA,3
-584.012.924.858.726,-34.609.680.563.656,163,FARMACIA,AV RIVADAVIA,2463,RIVADAVIA AV. 2463,2463 RIVADAVIA AV.,4951-4479 4953-4504,,BALVANERA,3
-584.122.413.481.085,-346.042.721.867.331,164,FARMACIA,AV CORRIENTES,3326,CORRIENTES AV. 3326,3326 CORRIENTES AV.,4865-5514,,BALVANERA,3
-584.046.818.587.772,-346.007.663.184.927,174,FARMACIA,AV PUEYRREDON,802,PUEYRREDON AV. 802,802 PUEYRREDON AV.,4961-4584,,BALVANERA,3
-583.998.593.874.562,-346.023.682.600.541,182,FARMACIA,TUCUMAN,2302,TUCUMAN 2302,2302 TUCUMAN,4953-4200,4953-4174,BALVANERA,3
-584.049.041.286.723,-346.032.169.775.441,184,FARMACIA,AV PUEYRREDON,609,PUEYRREDON AV. 609,609 PUEYRREDON AV.,4961-8260,,BALVANERA,3
-583.957.295.729.638,-346.181.873.781.331,201,FARMACIA,AV INDEPENDENCIA,2083,INDEPENDENCIA AV. 2083,2083 INDEPENDENCIA AV.,4941-7690,,BALVANERA,3
-583.934.351.243.083,-346.062.217.612.577,202,FARMACIA,RIOBAMBA,261,RIOBAMBA 261,261 RIOBAMBA,,,BALVANERA,3
-584.076.606.477.471,-345.982.226.654.336,219,FARMACIA,AV CORDOBA,2850,CORDOBA AV. 2850,2850 CORDOBA AV.,4961-7092,,BALVANERA,3
-583.998.578.315.131,-346.099.385.305.885,224,FARMACIA,AV RIVADAVIA,2358,RIVADAVIA AV. 2358,2358 RIVADAVIA AV.,4953-4454,,BALVANERA,3
-58.395.287.906.288,-346.033.839.505.376,227,FARMACIA,LAVALLE,2000,LAVALLE 2000,2000 LAVALLE,4953-6209,,BALVANERA,3
-583.947.193.546.204,-346.095.620.381.014,238,FARMACIA,AV RIVADAVIA,2000,RIVADAVIA AV. 2000,2000 RIVADAVIA AV.,4952-0501,,BALVANERA,3
-583.973.892.429.704,-346.182.843.444.253,246,FARMACIA,AV INDEPENDENCIA,2199,INDEPENDENCIA AV. 2199,2199 INDEPENDENCIA AV.,4941-2365,,BALVANERA,3
-584.030.632.327.054,-34.611.347.554.346,258,FARMACIA,SAAVEDRA,126,SAAVEDRA 126,126 SAAVEDRA,4951-1702,,BALVANERA,3
-584.083.336.112.484,-34.610.471.473.878,280,FARMACIA,AV RIVADAVIA,2952,RIVADAVIA AV. 2952,2952 RIVADAVIA AV.,4867-3114,,BALVANERA,3
-58.405.995.568.843,-346.113.969.722.355,307,FARMACIA,AV JUJUY,107,JUJUY AV. 107,107 JUJUY AV.,4932-5039,,BALVANERA,3
-584.063.895.909.724,-345.994.008.989.586,327,FARMACIA,ECUADOR,918,ECUADOR 918,918 ECUADOR,4966-0330,,BALVANERA,3
-583.965.676.361.936,-345.999.059.245.212,395,FARMACIA,AV CORDOBA,2064,CORDOBA AV. 2064,2064 CORDOBA AV.,4373-4607,,BALVANERA,3
-584.115.599.801.052,-346.002.031.483.151,398,FARMACIA,TUCUMAN,3253,TUCUMAN 3253,3253 TUCUMAN,4861-7025,,BALVANERA,3
-584.013.060.337.704,-346.122.782.842.563,423,FARMACIA,ADOLFO ALSINA,2500,"ALSINA, ADOLFO 2500","2500 ALSINA, ADOLFO",4942-2240,,BALVANERA,3
-584.012.978.530.491,-346.164.674.788.328,431,FARMACIA,MEXICO,2501,MEXICO 2501,2501 MEXICO,4942-4470,,BALVANERA,3
-583.930.488.619.101,-346.132.622.597.673,459,FARMACIA,COMBATE DE LOS POZOS,348,COMBATE DE LOS POZOS 348,348 COMBATE DE LOS POZOS,4372-1672,4372-3548,BALVANERA,3
-584.003.007.533.567,-346.099.464.129.621,514,FARMACIA,AV RIVADAVIA,2398,RIVADAVIA AV. 2398,2398 RIVADAVIA AV.,4952-3553,,BALVANERA,3
-584.031.406.013.607,-346.085.066.617.832,518,FARMACIA,BARTOLOME MITRE,2591,"MITRE, BARTOLOME 2591","2591 MITRE, BARTOLOME",4952+8926,,BALVANERA,3
-583.919.690.172.774,-346.125.423.445.765,554,FARMACIA,AV ENTRE RIOS,299,ENTRE RIOS AV. 299,299 ENTRE RIOS AV.,4383-0872,,BALVANERA,3
-584.027.427.714.285,-346.101.217.094.097,562,FARMACIA,AV RIVADAVIA,2568,RIVADAVIA AV. 2568,2568 RIVADAVIA AV.,4951-4778,4952-3135,BALVANERA,3
-583.971.408.481.219,-346.023.186.025.231,567,FARMACIA,TUCUMAN,2102,TUCUMAN 2102,2102 TUCUMAN,4373-2088,,BALVANERA,3
-58.406.562.067.009,-346.046.052.173.081,889,FARMACIA,AV CORRIENTES,2890,CORRIENTES AV. 2890,2890 CORRIENTES AV.,4866-0294,,BALVANERA,3
-583.960.235.836.814,-346.057.370.267.693,898,FARMACIA,SARMIENTO,2057,SARMIENTO 2057,2057 SARMIENTO,4951-4725,,BALVANERA,3
-584.051.881.676.231,-34.607.841.619.386,909,FARMACIA,TENIENTE GENERAL JUAN D PERON,2740,"PERON, JUAN DOMINGO, TTE. GENERAL 2740","2740 PERON, JUAN DOMINGO, TTE. GENERAL",4952-8065,FAX 4951-2012,BALVANERA,3
-58.402.226.520.606,-34.606.916.272.713,911,FARMACIA,LARREA,252,LARREA 252,252 LARREA,4951-9903,,BALVANERA,3
-583.921.453.426.912,-346.113.421.220.832,913,FARMACIA,ADOLFO ALSINA,1801,"ALSINA, ADOLFO 1801","1801 ALSINA, ADOLFO",4374-7273,,BALVANERA,3
-583.968.082.903.475,-346.031.596.963.127,914,FARMACIA,LAVALLE,2099,LAVALLE 2099,2099 LAVALLE,4375-4445,,BALVANERA,3
-584.063.255.572.814,-346.086.877.583.657,1386,FARMACIA,BARTOLOME MITRE,2815,"MITRE, BARTOLOME 2815","2815 MITRE, BARTOLOME",4518-0601,,BALVANERA,3
-58.396.126.743.441,-346.088.977.450.959,1388,FARMACIA,JUNIN,43,JUNIN 43,43 JUNIN,,,BALVANERA,3
-58.396.895.889.019,-346.043.546.737.983,1399,FARMACIA,AV CORRIENTES,2101,CORRIENTES AV. 2101,2101 CORRIENTES AV.,5648-8222,,BALVANERA,3
-583.950.883.885.693,-346.127.457.510.749,573,FARMACIA,MORENO,2033,MORENO 2033,2033 MORENO,6326-2600,,BALVANERA,3
-583.983.951.847.907,-346.047.606.912.484,583,FARMACIA,AV CORRIENTES,2202,CORRIENTES AV. 2202,2202 CORRIENTES AV.,4953-7902,,BALVANERA,3
-584.093.616.117.353,-346.105.494.605.996,596,FARMACIA,AV RIVADAVIA,3030,RIVADAVIA AV. 3030,3030 RIVADAVIA AV.,4862-4091,/95 4862-4092 o 4862-4093,BALVANERA,3
-583.973.130.045.115,-346.140.189.092.745,606,FARMACIA,AV BELGRANO,2199,BELGRANO AV. 2199,2199 BELGRANO AV.,4127-1318,,BALVANERA,3
-583.955.928.747.326,-346.083.834.921.357,612,FARMACIA,BARTOLOME MITRE,2040,"MITRE, BARTOLOME 2040","2040 MITRE, BARTOLOME",4013-6415,,BALVANERA,3
-58.398.018.586.513,-346.105.763.919.781,613,FARMACIA,H. YRIGOYEN,2251,"YRIGOYEN, HIPOLITO 2251","2251 YRIGOYEN, HIPOLITO",,,BALVANERA,3
-584.024.572.487.337,-346.026.262.596.728,621,FARMACIA,LARREA,552,LARREA 552,552 LARREA,4962-4895,,BALVANERA,3
-584.128.307.071.762,-346.107.996.662.125,627,FARMACIA,AV RIVADAVIA,3284,RIVADAVIA AV. 3284,3284 RIVADAVIA AV.,4861-0646,,BALVANERA,3
-584.093.537.973.249,-346.019.666.246.222,647,FARMACIA,ANCHORENA,639,"ANCHORENA, TOMAS MANUEL DE, DR. 639","639 ANCHORENA, TOMAS MANUEL DE, DR.",,,BALVANERA,3
-58.401.604.029.355,-346.142.641.025.627,656,FARMACIA,AV BELGRANO,2509,BELGRANO AV. 2509,2509 BELGRANO AV.,4942-7461,4308-5189,BALVANERA,3
-583.960.473.476.505,-346.104.150.042.596,662,FARMACIA,RINCON,96,RINCON 96,96 RINCON,4954-0788,,BALVANERA,3
-584.018.302.043.362,-346.146.416.614.601,683,FARMACIA,AV BELGRANO,2530,BELGRANO AV. 2530,2530 BELGRANO AV.,4308-2678,,BALVANERA,3
-583.998.312.288.898,-346.029.833.303.669,712,FARMACIA,PASTEUR,532,PASTEUR 532,532 PASTEUR,4959-3100,,BALVANERA,3
-584.052.681.319.329,-346.102.601.597.411,714,FARMACIA,AV RIVADAVIA,2754,RIVADAVIA AV. 2754,2754 RIVADAVIA AV.,4864-1834,4861-6502,BALVANERA,3
-583.932.635.010.903,-346.055.440.534.294,757,FARMACIA,SARMIENTO,1867,SARMIENTO 1867,1867 SARMIENTO,4373-5781,,BALVANERA,3
-58.394.117.413.488,-346.040.544.436.263,775,FARMACIA,RIOBAMBA,434,RIOBAMBA 434,434 RIOBAMBA,4954-4569,,BALVANERA,3
-584.087.668.569.197,-345.982.509.923.336,787,FARMACIA,AV CORDOBA,2932,CORDOBA AV. 2932,2932 CORDOBA AV.,4961-5943,4963-5009,BALVANERA,3
-584.032.955.417.329,-34.607.657.705.488,806,FARMACIA,TENIENTE GENERAL JUAN D PERON,2598,"PERON, JUAN DOMINGO, TTE. GENERAL 2598","2598 PERON, JUAN DOMINGO, TTE. GENERAL",,,BALVANERA,3
-583.928.360.309.163,-34.601.840.677.509,824,FARMACIA,AV CALLAO,602,CALLAO AV. 602,602 CALLAO AV.,,,BALVANERA,3
-583.934.382.838.156,-346.143.063.768.946,831,FARMACIA,COMBATE DE LOS POZOS,433,COMBATE DE LOS POZOS 433,433 COMBATE DE LOS POZOS,4941-5752,,BALVANERA,3
-584.042.533.209.466,-346.171.912.619.357,855,FARMACIA,AV JUJUY,601,JUJUY AV. 601,601 JUJUY AV.,,,BALVANERA,3
-58.402.570.604.318,-346.088.332.863.784,864,FARMACIA,BARTOLOME MITRE,2542,"MITRE, BARTOLOME 2542","2542 MITRE, BARTOLOME",,,BALVANERA,3
-58.400.820.594.059,-346.096.408.366.918,915,FARMACIA,AV RIVADAVIA,2431,RIVADAVIA AV. 2431,2431 RIVADAVIA AV.,495-2330,,BALVANERA,3
-584.061.197.905.968,-346.126.355.847.166,928,FARMACIA,A ALSINA,2842,"ALSINA, ADOLFO 2842","2842 ALSINA, ADOLFO",4957-0736,,BALVANERA,3
-583.920.002.419.009,-346.118.425.812.618,942,FARMACIA,AV ENTRE RIOS,205,ENTRE RIOS AV. 205,205 ENTRE RIOS AV.,4372-9205,,BALVANERA,3
-584.005.805.770.688,-345.997.302.364.452,944,FARMACIA,AV CORDOBA,2348,CORDOBA AV. 2348,2348 CORDOBA AV.,4951-7728,,BALVANERA,3
